Geo Code,Geo Name,Line Number
"3547046","Horton, TP",1031102
"3547048","Renfrew, T",1031522
"3547056","Whitewater Region, TP",1031942
"3547064","Pembroke, CY",1032362
"3547070","North Algona Wilberforce, TP",1032782
"3547075","Laurentian Valley, TP",1033202
"3547076","Petawawa, T",1033622
"3547090","Laurentian Hills, T",1034042
"3547096","Deep River, T",1034462
"3547098","Head, Clara and Maria, TP",1034882
"3548","Nipissing",1035302
"3548001","South Algonquin, TP",1035722
"3548013","Papineau-Cameron, TP",1036142
"3548019","Mattawan, TP",1036562
"3548021","Mattawa, T",1036982
"3548022","Calvin, MU",1037402
"3548027","Bonfield, TP",1037822
"3548031","Chisholm, TP",1038242
"3548034","East Ferris, MU",1038662
"3548044","North Bay, CY",1039082
"3548055","West Nipissing / Nipissing Ouest, M",1039502
"3548069","Temagami, MU",1039922
"3548072","Bear Island 1, IRI",1040342
"3548073","Nipissing 10, IRI",1040762
"3548091","Nipissing, Unorganized, South Part, NO",1041182
"3548094","Nipissing, Unorganized, North Part, NO",1041602
"3549","Parry Sound",1042022
"3549003","Seguin, TP",1042442
"3549005","The Archipelago, TP",1042862
"3549012","McMurrich/Monteith, TP",1043282
"3549014","Perry, TP",1043702
"3549018","Kearney, T",1044122
"3549019","Armour, TP",1044542
"3549022","Burk's Falls, VL",1044962
"3549024","Ryerson, TP",1045382
"3549028","McKellar, TP",1045802
"3549031","McDougall, MU",1046222
"3549032","Parry Sound, T",1046642
"3549036","Carling, TP",1047062
"3549039","Whitestone, MU",1047482
"3549043","Magnetawan, MU",1047902
"3549046","Strong, TP",1048322
"3549048","Sundridge, VL",1048742
"3549051","Joly, TP",1049162
"3549054","Machar, TP",1049582
"3549056","South River, VL",1050002
"3549060","Powassan, MU",1050422
"3549066","Callander, MU",1050842
"3549071","Nipissing, TP",1051262
"3549072","Shawanaga 17, IRI",1051682
"3549073","Parry Island First Nation, IRI",1052102
"3549076","French River 13, IRI",1052522
"3549077","Dokis 9, IRI",1052942
"3549078","Magnetewan 1, IRI",1053362
"3549095","Parry Sound, Unorganized, North East Part, NO",1053782
"3549096","Parry Sound, Unorganized, Centre Part, NO",1054202
"3551","Manitoulin",1054622
"3551001","Tehkummah, TP",1055042
"3551006","Central Manitoulin, MU",1055462
"3551011","Assiginack, TP",1055882
"3551017","Northeastern Manitoulin and the Islands, MU",1056302
"3551021","Billings, TP",1056722
"3551026","Gore Bay, T",1057142
"3551027","Gordon/Barrie Island, MU",1057562
"3551028","Burpee and Mills, TP",1057982
"3551040","Whitefish River (Part) 4, IRI",1058402
"3551041","Sucker Creek 23, IRI",1058822
"3551042","Sheguiandah 24, IRI",1059242
"3551043","Wikwemikong Unceded, IRI",1059662
"3551044","Sheshegwaning 20, IRI",1060082
"3551045","M'Chigeeng 22 (West Bay 22), IRI",1060502
"3551094","Manitoulin, Unorganized, West Part, NO",1060922
"3551100","Zhiibaahaasing 19A (Cockburn Island 19A), IRI",1061342
"3552","Sudbury",1061762
"3552001","French River / Rivière des Français, M",1062182
"3552004","St.-Charles, MU",1062602
"3552013","Markstay-Warren, MU",1063022
"3552023","Sables-Spanish Rivers, TP",1063442
"3552026","Espanola, T",1063862
"3552028","Baldwin, TP",1064282
"3552031","Nairn and Hyman, TP",1064702
"3552036","Killarney, MU",1065122
"3552051","Whitefish Lake 6, IRI",1065542
"3552052","Mattagami 71, IRI",1065962
"3552054","Duck Lake 76B, IRI",1066382
"3552092","Chapleau, TP",1066802
"3552093","Sudbury, Unorganized, North Part, NO",1067222
"3553","Greater Sudbury / Grand Sudbury",1067642
"3553005","Greater Sudbury / Grand Sudbury, CV",1068062
"3553040","Wahnapitei 11, IRI",1068482
"3554","Timiskaming",1068902
"3554001","Coleman, TP",1069322
"3554006","Latchford, T",1069742
"3554008","Cobalt, T",1070162
"3554014","Harris, TP",1070582
"3554020","Temiskaming Shores, CY",1071002
"3554021","Hudson, TP",1071422
"3554024","Kerns, TP",1071842
"3554026","Harley, TP",1072262
"3554029","Casey, TP",1072682
"3554032","Brethour, TP",1073102
"3554034","Hilliard, TP",1073522
"3554036","Armstrong, TP",1073942
"3554038","Thornloe, VL",1074362
"3554042","James, TP",1074782
"3554044","Charlton and Dack, MU",1075202
"3554049","Evanturel, TP",1075622
"3554052","Englehart, T",1076042
"3554054","Chamberlain, TP",1076462
"3554056","Matachewan, TP",1076882
"3554057","Matachewan 72, IRI",1077302
"3554058","McGarry, TP",1077722
"3554062","Larder Lake, TP",1078142
"3554066","Gauthier, TP",1078562
"3554068","Kirkland Lake, T",1078982
"3554094","Timiskaming, Unorganized, West Part, NO",1079402
"3556","Cochrane",1079822
"3556014","Black River-Matheson, TP",1080242
"3556027","Timmins, CY",1080662
"3556031","Iroquois Falls, T",1081082
"3556033","Abitibi 70, IRI",1081502
"3556042","Cochrane, T",1081922
"3556048","Smooth Rock Falls, T",1082342
"3556052","Fauquier-Strickland, TP",1082762
"3556056","Moonbeam, TP",1083182
"3556066","Kapuskasing, T",1083602
"3556070","Val Rita-Harty, TP",1084022
"3556073","Opasatika, TP",1084442
"3556076","Hearst, T",1084862
"3556077","Mattice-Val Côté, TP",1085282
"3556092","Cochrane, Unorganized, North Part, NO",1085702
"3556093","Fort Albany (Part) 67, IRI",1086122
"3556094","Factory Island 1, IRI",1086542
"3556095","Constance Lake 92, IRI",1086962
"3556102","New Post 69A, IRI",1087382
"3556106","Moosonee, TV",1087802
"3557","Algoma",1088222
"3557001","Jocelyn, TP",1088642
"3557004","Hilton, TP",1089062
"3557006","Hilton Beach, VL",1089482
"3557008","St. Joseph, TP",1089902
"3557011","Laird, TP",1090322
"3557014","Tarbutt and Tarbutt Additional, TP",1090742
"3557016","Johnson, TP",1091162
"3557019","Plummer Additional, TP",1091582
"3557021","Bruce Mines, T",1092002
"3557026","Thessalon 12, IRI",1092422
"3557028","Thessalon, T",1092842
"3557035","Huron Shores, MU",1093262
"3557038","Blind River, T",1093682
"3557039","Spanish, T",1094102
"3557040","The North Shore, TP",1094522
"3557041","Elliot Lake, CY",1094942
"3557051","Macdonald, Meredith and Aberdeen Additional, TP",1095362
"3557061","Sault Ste. Marie, CY",1095782
"3557066","Prince, TP",1096202
"3557071","Sagamok, IRI",1096622
"3557072","Serpent River 7, IRI",1097042
"3557073","Mississagi River 8, IRI",1097462
"3557074","Garden River 14, IRI",1097882
"3557076","Wawa, MU",1098302
"3557078","Gros Cap 49, IRI",1098722
"3557079","Dubreuilville, TP",1099142
"3557091","White River, TP",1099562
"3557095","Algoma, Unorganized, North Part, NO",1099982
"3557096","Hornepayne, TP",1100402
"3558","Thunder Bay",1100822
"3558001","Neebing, MU",1101242
"3558003","Fort William 52, IRI",1101662
"3558004","Thunder Bay, CY",1102082
"3558011","Oliver Paipoonge, MU",1102502
"3558012","Gillies, TP",1102922
"3558016","O'Connor, TP",1103342
"3558019","Conmee, TP",1103762
"3558028","Shuniah, MU",1104182
"3558034","Dorion, TP",1104602
"3558041","Red Rock, TP",1105022
"3558044","Nipigon, TP",1105442
"3558051","Schreiber, TP",1105862
"3558054","Terrace Bay, TP",1106282
"3558059","Marathon, T",1106702
"3558060","Pic Mobert North, IRI",1107122
"3558061","Pic Mobert South, IRI",1107542
"3558062","Pic River 50, IRI",1107962
"3558063","Pays Plat 51, IRI",1108382
"3558064","Lake Helen 53A, IRI",1108802
"3558065","Gull River 55, IRI",1109222
"3558066","Manitouwadge, TP",1109642
"3558067","Ginoogaming First Nation, IRI",1110062
"3558068","Long Lake 58, IRI",1110482
"3558069","Rocky Bay 1, IRI",1110902
"3558075","Greenstone, MU",1111322
"3558076","Aroland 83, IRI",1111742
"3558080","Ojibway Nation of Saugeen (Savant Lake), IRI",1112162
"3558085","Osnaburgh 63A, IRI",1112582
"3558090","Thunder Bay, Unorganized, NO",1113002
"3558097","Whitesand, IRI",1113422
"3559","Rainy River",1113842
"3559001","Atikokan, T",1114262
"3559011","Alberton, TP",1114682
"3559012","Fort Frances, T",1115102
"3559016","La Vallee, TP",1115522
"3559019","Emo, TP",1115942
"3559024","Chapple, TP",1116362
"3559026","Manitou Rapids 11, IRI",1116782
"3559031","Morley, TP",1117202
"3559040","Dawson, TP",1117622
"3559042","Rainy River, T",1118042
"3559047","Lake of the Woods, TP",1118462
"3559051","Big Grassy River 35G, IRI",1118882
"3559053","Saug-a-Gaw-Sing 1, IRI",1119302
"3559060","Neguaguon Lake 25D, IRI",1119722
"3559061","Rainy Lake 18C, IRI",1120142
"3559063","Couchiching 16A, IRI",1120562
"3559064","Rainy Lake 26A, IRI",1120982
"3559066","Seine River 23A, IRI",1121402
"3559068","Rainy Lake 17A, IRI",1121822
"3559090","Rainy River, Unorganized, NO",1122242
"3560","Kenora",1122662
"3560001","Ignace, TP",1123082
"3560004","Whitefish Bay 32A, IRI",1123502
"3560005","Whitefish Bay 33A, IRI",1123922
"3560008","Sioux Narrows-Nestor Falls, TP",1124342
"3560010","Kenora, CY",1124762
"3560021","Machin, MU",1125182
"3560024","Eagle Lake 27, IRI",1125602
"3560027","Dryden, CY",1126022
"3560032","Ear Falls, TP",1126442
"3560034","Sioux Lookout, MU",1126862
"3560042","Red Lake, MU",1127282
"3560046","Slate Falls, S-É",1127702
"3560049","Pickle Lake, TP",1128122
"3560050","Fort Albany (Part) 67, IRI",1128542
"3560051","Attawapiskat 91A, IRI",1128962
"3560052","Marten Falls 65, IRI",1129382
"3560053","Fort Hope 64, IRI",1129802
"3560054","Cat Lake 63C, IRI",1130222
"3560055","Osnaburgh 63B, IRI",1130642
"3560056","Lac Seul 28, IRI",1131062
"3560057","Wabigoon Lake 27, IRI",1131482
"3560058","English River 21, IRI",1131902
"3560059","Weagamow Lake 87, IRI",1132322
"3560061","Wabaseemoong, IRI",1132742
"3560063","Sabaskong Bay 35D, IRI",1133162
"3560064","Shoal Lake 34B2, IRI",1133582
"3560065","Lake Of The Woods 37, IRI",1134002
"3560066","Kenora 38B, IRI",1134422
"3560067","Poplar Hill, IRI",1134842
"3560068","Shoal Lake (Part) 39A, IRI",1135262
"3560069","Rat Portage 38A, IRI",1135682
"3560070","Deer Lake, IRI",1136102
"3560071","Sandy Lake 88, IRI",1136522
"3560075","Kitchenuhmaykoosib Aaki 84 (Big Trout Lake), IRI",1136942
"3560076","Sachigo Lake 1, IRI",1137362
"3560078","Fort Severn 89, IRI",1137782
"3560079","Webequie, IRI",1138202
"3560080","North Spirit Lake, IRI",1138622
"3560082","Shoal Lake (Part) 40, IRI",1139042
"3560083","Whitefish Bay 34A, IRI",1139462
"3560084","Wabauskang 21, IRI",1139882
"3560085","Wunnumin 1, IRI",1140302
"3560086","Summer Beaver, S-É",1140722
"3560088","Wapekeka 2, IRI",1141142
"3560089","The Dalles 38C, IRI",1141562
"3560090","Kenora, Unorganized, NO",1141982
"3560091","Peawanuck, S-É",1142402
"3560093","Neskantaga, IRI",1142822
"3560095","Bearskin Lake, IRI",1143242
"3560096","Kasabonika Lake, IRI",1143662
"3560097","Muskrat Dam Lake, IRI",1144082
"3560098","Kingfisher Lake 1, IRI",1144502
"3560104","Kee-Way-Win, IRI",1144922
"46","Manitoba",1145342
"4601","Division No. 1",1145762
"4601035","Stuartburn, RM",1146182
"4601039","Piney, RM",1146602
"4601043","Reynolds, RM",1147022
"4601046","Whitemouth, RM",1147442
"4601051","Pinawa, LGD",1147862
"4601057","Lac du Bonnet, RM",1148282
"4601060","Lac du Bonnet, T",1148702
"4601071","Alexander, RM",1149122
"4601075","Powerview-Pine Falls, T",1149542
"4601078","Victoria Beach, RM",1149962
"4601094","Division No. 1, Unorganized, NO",1150382
"4602","Division No. 2",1150802
"4602024","Emerson-Franklin, MU",1151222
"4602026","Roseau Rapids 2A, IRI",1151642
"4602027","Roseau River 2, IRI",1152062
"4602032","De Salaberry, RM",1152482
"4602037","St-Pierre-Jolys, VL",1152902
"4602041","Hanover, RM",1153322
"4602044","Steinbach, CY",1153742
"4602046","Niverville, T",1154162
"4602053","La Broquerie, RM",1154582
"4602057","Ste. Anne, RM",1155002
"4602061","Ste. Anne, T",1155422
"4602069","Taché, RM",1155842
"4602075","Ritchot, RM",1156262
"4603","Division No. 3",1156682
"4603030","Montcalm, RM",1157102
"4603040","Altona, T",1157522
"4603041","Rhineland, MU",1157942
"4603047","Stanley, RM",1158362
"4603050","Winkler, CY",1158782
"4603053","Morden, CY",1159202
"4603058","Thompson, RM",1159622
"4603062","Roland, RM",1160042
"4603065","Morris, RM",1160462
"4603067","Morris, T",1160882
"4603072","Dufferin, RM",1161302
"4603074","Carman, T",1161722
"4604","Division No. 4",1162142
"4604034","Pembina, MU",1162562
"4604040","Louise, MU",1162982
"4604052","Cartwright-Roblin, MU",1163402
"4604057","Argyle, RM",1163822
"4604064","Lorne, MU",1164242
"4604068","Swan Lake 7, IRI",1164662
"4605","Division No. 5",1165082
"4605025","Killarney - Turtle Mountain, RM",1165502
"4605032","Boissevain-Morton, MU",1165922
"4605038","Deloraine-Winchester, MU",1166342
"4605044","Brenda-Waskada, MU",1166762
"4605052","Melita, T",1167182
"4605056","Two Borders, MU",1167602
"4605062","Grassland, MU",1168022
"4605071","Prairie Lakes, RM",1168442
"4606","Division No. 6",1168862
"4606016","Sifton, RM",1169282
"4606023","Pipestone, RM",1169702
"4606029","Canupawakpa Dakota First Nation (Oak Lake 59), IRI",1170122
"4606031","Wallace-Woodworth, RM",1170542
"4606034","Virden, T",1170962
"4606040","Sioux Valley Dakota Nation, IRI",1171382
"4607","Division No. 7",1171802
"4607039","Glenboro-South Cypress, MU",1172222
"4607046","Oakland-Wawanesa, MU",1172642
"4607052","Souris-Glenwood, MU",1173062
"4607057","Whitehead, RM",1173482
"4607060","Cornwallis, RM",1173902
"4607062","Brandon, CY",1174322
"4607066","North Cypress-Langford, MU",1174742
"4607068","Carberry, T",1175162
"4607071","Elton, RM",1175582
"4607076","Riverdale, MU",1176002
"4608","Division No. 8",1176422
"4608032","Norfolk-Treherne, MU",1176842
"4608042","Victoria, RM",1177262
"4608046","North Norfolk, MU",1177682
"4608055","Glenella-Lansdowne, MU",1178102
"4608060","WestLake-Gladstone, MU",1178522
"4608069","Sandy Bay 5, IRI",1178942
"4609","Division No. 9",1179362
"4609018","Grey, RM",1179782
"4609024","Portage la Prairie, RM",1180202
"4609025","Long Plain (Part) 6, IRI",1180622
"4609026","Dakota Plains 6A, IRI",1181042
"4609027","Dakota Tipi 1, IRI",1181462
"4609029","Portage la Prairie, CY",1181882
"4610","Division No. 10",1182302
"4610035","Macdonald, RM",1182722
"4610043","Cartier, RM",1183142
"4610052","St. François Xavier, RM",1183562
"4611","Division No. 11",1183982
"4611040","Winnipeg, CY",1184402
"4611042","Headingley, RM",1184822
"4612","Division No. 12",1185242
"4612047","Springfield, RM",1185662
"4612054","Brokenhead, RM",1186082
"4612056","Beausejour, T",1186502
"4613","Division No. 13",1186922
"4613032","East St. Paul, RM",1187342
"4613037","West St. Paul, RM",1187762
"4613043","St. Andrews, RM",1188182
"4613047","Selkirk, CY",1188602
"4613049","Dunnottar, VL",1189022
"4613056","St. Clements, RM",1189442
"4613062","Brokenhead 4, IRI",1189862
"4614","Division No. 14",1190282
"4614015","Rosser, RM",1190702
"4614031","Woodlands, RM",1191122
"4614036","Rockwood, RM",1191542
"4614039","Stonewall, T",1191962
"4614042","Teulon, T",1192382
"4615","Division No. 15",1192802
"4615020","Neepawa, T",1193222
"4615032","Oakview, RM",1193642
"4615037","Hamiota, MU",1194062
"4615042","Birdtail Creek 57, IRI",1194482
"4615047","Ellice-Archie, RM",1194902
"4615056","Prairie View, MU",1195322
"4615063","Yellowhead, RM",1195742
"4615067","Keeseekoowenin 61, IRI",1196162
"4615070","Harrison Park, MU",1196582
"4615071","Rolling River 67, IRI",1197002
"4615072","Rolling River 67B, IRI",1197422
"4615074","Minto-Odanah, MU",1197842
"4615075","Minnedosa, T",1198262
"4615078","Rosedale, RM",1198682
"4615092","Clanwilliam-Erickson, MU",1199102
"4616","Division No. 16",1199522
"4616005","Rossburn, MU",1199942
"4616017","Waywayseecappo First Nation, IRI",1200362
"4616020","Riding Mountain West, RM",1200782
"4616025","Gambler 63 (Part), IRI",1201202
"4616030","Russell-Binscarth, MU",1201622
"4616046","Valley River 63A, IRI",1202042
"4616048","Hillsburg-Roblin-Shell River, MU",1202462
"4617","Division No. 17",1202882
"4617026","Alonsa, RM",1203302
"4617029","Ebb and Flow 52, IRI",1203722
"4617035","McCreary, MU",1204142
"4617041","Ste. Rose, MU",1204562
"4617048","Dauphin, RM",1204982
"4617050","Dauphin, CY",1205402
"4617054","Gilbert Plains, MU",1205822
"4617058","Grandview, MU",1206242
"4617064","Ethelbert, MU",1206662
"4617072","Mossey River, RM",1207082
"4617075","Lakeshore, RM",1207502
"4617092","Division No. 17, Unorganized, NO",1207922
"4618","Division No. 18",1208342
"4618031","Gimli, RM",1208762
"4618034","Winnipeg Beach, T",1209182
"4618037","Armstrong, RM",1209602
"4618040","St. Laurent, RM",1210022
"4618044","Coldwell, RM",1210442
"4618055","Dog Creek 46, IRI",1210862
"4618056","West Interlake, MU",1211282
"4618060","Grahamdale, RM",1211702
"4618063","Little Saskatchewan 48, IRI",1212122
"4618067","Fairford (Part) 50, IRI",1212542
"4618068","Fisher, RM",1212962
"4618074","Arborg, T",1213382
"4618076","Bifrost-Riverton, MU",1213802
"4618091","Division No. 18, Unorganized, East Part, NO",1214222
"4619","Division No. 19",1214642
"4619045","Division No. 19, Unorganized, NO",1215062
"4619050","Fort Alexander 3, IRI",1215482
"4619051","Little Grand Rapids 14, IRI",1215902
"4619052","Bloodvein 12, IRI",1216322
"4619053","Hole or Hollow Water 10, IRI",1216742
"4619054","Black River 9, IRI",1217162
"4619056","Fisher River 44, IRI",1217582
"4619058","Fisher River 44A, IRI",1218002
"4619059","Peguis 1B, IRI",1218422
"4619061","Jackhead 43, IRI",1218842
"4619068","Crane River 51, IRI",1219262
"4619069","Waterhen 45, IRI",1219682
"4619070","Pine Creek 66A, IRI",1220102
"4619072","Shoal River Indian Reserve 65A, IRI",1220522
"4619075","Poplar River 16, IRI",1220942
"4619077","Berens River 13, IRI",1221362
"4619079","Pauingassi First Nation, IRI",1221782
"4620","Division No. 20",1222202
"4620032","Mountain (South), RM",1222622
"4620042","Swan Valley West, MU",1223042
"4620048","Swan River, T",1223462
"4620051","Minitonas-Bowsman, MU",1223882
"4620055","Mountain (North), RM",1224302
"4620066","Division No. 20, Unorganized, South Part, NO",1224722
"4621","Division No. 21",1225142
"4621025","Grand Rapids, T",1225562
"4621027","Grand Rapids 33, IRI",1225982
"4621029","Chemawawin 2, IRI",1226402
"4621033","Opaskwayak Cree Nation 21A, IRI",1226822
"4621040","Opaskwayak Cree Nation 21I, IRI",1227242
"4621043","Opaskwayak Cree Nation 21E, IRI",1227662
"4621045","The Pas, T",1228082
"4621052","Kelsey, RM",1228502
"4621058","Moose Lake 31A, IRI",1228922
"4621064","Flin Flon (Part), CY",1229342
"4621071","Snow Lake, T",1229762
"4621078","Division No. 21, Unorganized, NO",1230182
"4622","Division No. 22",1230602
"4622026","Thompson, CY",1231022
"4622046","Division No. 22, Unorganized, NO",1231442
"4622048","Garden Hill First Nation, IRI",1231862
"4622049","God's Lake 23, IRI",1232282
"4622050","Oxford House 24, IRI",1232702
"4622051","Cross Lake 19, IRI",1233122
"4622052","Cross Lake 19A, IRI",1233542
"4622055","God's River 86A, IRI",1233962
"4622056","Red Sucker Lake 1976, IRI",1234382
"4622058","Norway House 17, IRI",1234802
"4622059","Nelson House 170, IRI",1235222
"4622063","Split Lake (Part) 171, IRI",1235642
"4622064","Ilford, S-É",1236062
"4622065","York Landing, IRI",1236482
"4622067","Cross Lake 19E, IRI",1236902
"4622800","Wasagamack, IRI",1237322
"4622801","St. Theresa Point, IRI",1237742
"4623","Division No. 23",1238162
"4623022","Gillam, T",1238582
"4623027","Fox Lake 2, IRI",1239002
"4623034","Leaf Rapids, T",1239422
"4623037","South Indian Lake, S-É",1239842
"4623047","Lynn Lake, T",1240262
"4623056","Churchill, T",1240682
"4623058","Churchill 1, IRI",1241102
"4623062","Division No. 23, Unorganized, NO",1241522
"4623064","Pukatawagan 198, IRI",1241942
"4623065","Brochet 197, IRI",1242362
"4623067","Lac Brochet 197A, IRI",1242782
"4623071","Shamattawa 1, IRI",1243202
"47","Saskatchewan",1243622
"4701","Division No. 1",1244042
"4701001","Argyle No. 1, RM",1244462
"4701002","Gainsborough, VL",1244882
"4701004","Carievale, VL",1245302
"4701006","Mount Pleasant No. 2, RM",1245722
"4701008","Carnduff, T",1246142
"4701011","Enniskillen No. 3, RM",1246562
"4701012","Glen Ewen, VL",1246982
"4701014","Oxbow, T",1247402
"4701016","Coalfields No. 4, RM",1247822
"4701017","Frobisher, VL",1248242
"4701018","North Portal, VL",1248662
"4701019","Roche Percée, VL",1249082
"4701021","Bienfait, T",1249502
"4701022","Estevan No. 5, RM",1249922
"4701024","Estevan, CY",1250342
"4701027","Benson No. 35, RM",1250762
"4701031","Browning No. 34, RM",1251182
"4701032","Lampman, T",1251602
"4701036","Moose Creek No. 33, RM",1252022
"4701037","Alameda, T",1252442
"4701039","Reciprocity No. 32, RM",1252862
"4701041","Alida, VL",1253282
"4701043","Storthoaks No. 31, RM",1253702
"4701044","Storthoaks, VL",1254122
"4701047","Antler No. 61, RM",1254542
"4701049","Redvers, T",1254962
"4701053","Moose Mountain No. 63, RM",1255382
"4701054","Manor, VL",1255802
"4701056","Carlyle, T",1256222
"4701058","Brock No. 64, RM",1256642
"4701059","Arcola, T",1257062
"4701061","Kisbey, VL",1257482
"4701063","Tecumseh No. 65, RM",1257902
"4701064","Forget, VL",1258322
"4701066","Stoughton, T",1258742
"4701069","Golden West No. 95, RM",1259162
"4701072","Hazelwood No. 94, RM",1259582
"4701076","Wawken No. 93, RM",1260002
"4701077","Kennedy, VL",1260422
"4701078","Wawota, T",1260842
"4701079","Kenosee Lake, VL",1261262
"4701091","Walpole No. 92, RM",1261682
"4701094","Maryfield No. 91, RM",1262102
"4701096","Maryfield, VL",1262522
"4701808","White Bear 70, IRI",1262942
"4701809","Ocean Man 69, IRI",1263362
"4701819","Pheasant Rump Nakota 68, IRI",1263782
"4702","Division No. 2",1264202
"4702001","Cambria No. 6, RM",1264622
"4702002","Torquay, VL",1265042
"4702006","Souris Valley No. 7, RM",1265462
"4702011","Lake Alma No. 8, RM",1265882
"4702014","Surprise Valley No. 9, RM",1266302
"4702016","Minton, VL",1266722
"4702018","Happy Valley No. 10, RM",1267142
"4702023","Bengough, T",1267562
"4702024","Bengough No. 40, RM",1267982
"4702026","The Gap No. 39, RM",1268402
"4702028","Ceylon, VL",1268822
"4702029","Laurier No. 38, RM",1269242
"4702031","Radville, T",1269662
"4702033","Lomond No. 37, RM",1270082
"4702037","Cymri No. 36, RM",1270502
"4702038","Halbrite, VL",1270922
"4702039","Midale, T",1271342
"4702041","Macoun, VL",1271762
"4702042","Griffin No. 66, RM",1272182
"4702044","Weyburn No. 67, RM",1272602
"4702047","Weyburn, CY",1273022
"4702048","McTaggart, VL",1273442
"4702051","Brokenshell No. 68, RM",1273862
"4702052","Norton No. 69, RM",1274282
"4702054","Pangman, VL",1274702
"4702057","Key West No. 70, RM",1275122
"4702058","Ogema, T",1275542
"4702061","Elmsthorpe No. 100, RM",1275962
"4702062","Avonlea, VL",1276382
"4702066","Caledonia No. 99, RM",1276802
"4702067","Milestone, T",1277222
"4702069","Scott No. 98, RM",1277642
"4702071","Lang, VL",1278062
"4702072","Yellow Grass, T",1278482
"4702073","Wellington No. 97, RM",1278902
"4702076","Fillmore No. 96, RM",1279322
"4702078","Fillmore, VL",1279742
"4702079","Creelman, VL",1280162
"4703","Division No. 3",1280582
"4703001","Hart Butte No. 11, RM",1281002
"4703004","Coronach, T",1281422
"4703006","Poplar Valley No. 12, RM",1281842
"4703009","Rockglen, T",1282262
"4703011","Old Post No. 43, RM",1282682
"4703018","Mankota No. 45, RM",1283102
"4703019","Mankota, VL",1283522
"4703022","Waverley No. 44, RM",1283942
"4703026","Willow Bunch No. 42, RM",1284362
"4703028","Willow Bunch, T",1284782
"4703029","Excel No. 71, RM",1285202
"4703034","Lake of the Rivers No. 72, RM",1285622
"4703036","Assiniboia, T",1286042
"4703038","Stonehenge No. 73, RM",1286462
"4703041","Limerick, VL",1286882
"4703042","Wood River No. 74, RM",1287302
"4703044","Lafleche, T",1287722
"4703048","Pinto Creek No. 75, RM",1288142
"4703051","Kincaid, VL",1288562
"4703052","Hazenmore, VL",1288982
"4703054","Auvergne No. 76, RM",1289402
"4703058","Ponteix, T",1289822
"4703059","Whiska Creek No. 106, RM",1290242
"4703061","Neville, VL",1290662
"4703062","Vanguard, VL",1291082
"4703064","Glen Bain No. 105, RM",1291502
"4703068","Gravelbourg No. 104, RM",1291922
"4703071","Gravelbourg, T",1292342
"4703074","Sutton No. 103, RM",1292762
"4703092","Mossbank, T",1293182
"4703093","Lake Johnston No. 102, RM",1293602
"4703096","Terrell No. 101, RM",1294022
"4704","Division No. 4",1294442
"4704002","Val Marie, VL",1294862
"4704003","Val Marie No. 17, RM",1295282
"4704006","Lone Tree No. 18, RM",1295702
"4704009","Climax, VL",1296122
"4704011","Frontier No. 19, RM",1296542
"4704012","Frontier, VL",1296962
"4704019","Reno No. 51, RM",1297382
"4704021","Consul, VL",1297802
"4704024","White Valley No. 49, RM",1298222
"4704026","Eastend, T",1298642
"4704028","Wise Creek No. 77, RM",1299062
"4704029","Cadillac, VL",1299482
"4704034","Grassy Creek No. 78, RM",1299902
"4704036","Shaunavon, T",1300322
"4704038","Arlington No. 79, RM",1300742
"4704045","Maple Creek No. 111, RM",1301162
"4704048","Maple Creek, T",1301582
"4704050","Piapot No. 110, RM",1302002
"4704054","Carmichael No. 109, RM",1302422
"4704058","Bone Creek No. 108, RM",1302842
"4704061","Lac Pelletier No. 107, RM",1303262
"4704802","Nekaneet Cree Nation, IRI",1303682
"4705","Division No. 5",1304102
"4705001","Moosomin No. 121, RM",1304522
"4705002","Fleming, T",1304942
"4705004","Moosomin, T",1305362
"4705006","Welwyn, VL",1305782
"4705007","Martin No. 122, RM",1306202
"4705009","Wapella, T",1306622
"4705011","Silverwood No. 123, RM",1307042
"4705014","Kingsley No. 124, RM",1307462
"4705016","Kipling, T",1307882
"4705018","Chester No. 125, RM",1308302
"4705019","Windthorst, VL",1308722
"4705021","Glenavon, VL",1309142
"4705024","Wolseley, T",1309562
"4705027","Wolseley No. 155, RM",1309982
"4705028","Elcapo No. 154, RM",1310402
"4705029","Grenfell, T",1310822
"4705031","Broadview, T",1311242
"4705033","Willowdale No. 153, RM",1311662
"4705034","Whitewood, T",1312082
"4705037","Rocanville No. 151, RM",1312502
"4705038","Rocanville, T",1312922
"4705041","Spy Hill No. 152, RM",1313342
"4705042","Tantallon, VL",1313762
"4705043","Spy Hill, VL",1314182
"4705044","Gerald, VL",1314602
"4705047","Langenburg No. 181, RM",1315022
"4705048","Langenburg, T",1315442
"4705049","Yarbo, VL",1315862
"4705051","Fertile Belt No. 183, RM",1316282
"4705052","Esterhazy, T",1316702
"4705055","Bird's Point, RV",1317122
"4705056","Stockholm, VL",1317542
"4705057","Grayson No. 184, RM",1317962
"4705058","Dubuc, VL",1318382
"4705059","Grayson, VL",1318802
"4705062","Killaly, VL",1319222
"4705063","McLeod No. 185, RM",1319642
"4705064","Neudorf, VL",1320062
"4705066","Lemberg, T",1320482
"4705067","Stanley No. 215, RM",1320902
"4705069","Goodeve, VL",1321322
"4705073","Cana No. 214, RM",1321742
"4705074","Melville, CY",1322162
"4705077","Saltcoats No. 213, RM",1322582
"4705078","Saltcoats, T",1323002
"4705079","Bredenbury, T",1323422
